channelId,channelTitle,label,label_id,shortDesc,confidence,knowledge_source,evidence,shortlist_count
UCbo-KbSjJDG6JWQ_MTZ_rNA,Nick Saraev,AI Tools & Productivity,ai-tools-productivity,"Hi 👋 I'm Nick. I make money with AI & teach others how they can too. I'm not the best in the world, nor are my accomplishments the most impressive... but some people think I have interesting things to say! To that end, this channel is a wa",0.9,both,"The channel focuses on using AI tools for business growth and productivity, as indicated by the mention of Make.com, Integromat, and Zapier guides, which are all related to AI and productivity in business.",12
UCI6GYwCv9ZFkoiUgobwcLzQ,Performance AI,AI Tools & Productivity,ai-tools-productivity,Here at Performance AI we strive to help you get the most out of your Tech. More than that we are always going to show you new ways to make your life easier and make more money with AI. Thank you for your support!,0.9,both,"The channel focuses on helping users maximize their tech and AI usage for productivity and financial gain, aligning closely with AI tools and productivity themes.",12
UCX6c6hTIqcphjMsXbeanJ1g,Prompt Engineer,AI Tools & Productivity,ai-tools-productivity,"Join the AI, AGI, ASI Revolution ! Stay updated with all the latest advancements in the world of Artificial Intelligence. This channel is your ultimate destination for the most recent developments and insights, all at your fingertips. Join ",0.9,both,"The channel focuses on the latest advancements in AI and related tools, which aligns with the AI Tools & Productivity category. The description emphasizes staying updated on AI developments, indicating practical applications of AI tools.",12
UC15W5y0lGyZD7DNIW_VmnyA,Raiv Creative,AI Tools & Productivity,ai-tools-productivity,"We create cinematic, story-driven content entirely with AI — no cameras, no sets, just pure creativity powered by technology. From luxury ads to fashion films and brand storytelling, everything you see here is generated using cutting-edge A",0.9,both,"The channel focuses on creating content using AI technology, which aligns with the practical use of AI tools for productivity, as indicated in the description.",12
UCmNAkARqTFvNoyxmFhKTS9Q,Rick Mulready,AI Tools & Productivity,ai-tools-productivity,"Hey, I’m Rick and I'm here to simplify AI and share everything I know, and am learning along the way, about how you can leverage AI in your online business. On this channel I explore AI, AI tools, automations, use cases, and online business",0.9,both,"The channel focuses on simplifying AI and its applications in online business, which aligns with the practical use of AI tools for productivity.",12
UC0FBv8ckxw1hrZxbUm3G7hA,Rob The AI Guy,AI Tools & Productivity,ai-tools-productivity,"On this channel I'll be teaching you how to use AI to increase your productivity, to make more money online and overall to improve your life. If you want to stay up to date on the latest AI news, trends or learn how to use ChatGPT better th",0.9,both,"The channel focuses on teaching how to use AI for productivity and making money online, which aligns closely with the theme of practical use of AI assistants and tools.",12
UCwSozl89jl2zUDzQ4jGJD3g,Skill Leap AI,AI Tools & Productivity,ai-tools-productivity,"👇 Stay on the cutting edge of AI! I share the latest AI tools, models, and tips with easy tutorials and reviews. 🎓 Learn AI step by step with Skill Leap by Futurepedia—our full library of AI courses. 👉 Start your 7-day free trial: https:",0.9,both,"The channel focuses on sharing the latest AI tools and tutorials, aligning closely with the 'AI Tools & Productivity' category, while the description also suggests an educational aspect.",12
UCHhYXsLBEVVnbvsq57n1MTQ,The AI Advantage,AI Tools & Productivity,ai-tools-productivity,Build Your AI Toolkit: Practical Tutorials & Weekly Updates You'll Actually Use,0.9,text_clues,"The channel title and description focus on building an AI toolkit and practical tutorials related to AI, indicating a strong emphasis on AI tools and productivity.",12
UCKelCK4ZaO6HeEI1KQjqzWA,The AI Daily Brief: Artificial Intelligence News,AI Tools & Productivity,ai-tools-productivity,Daily videos that help you understand the most important news and discussions in AI. Listen to the AI Daily Brief as a podcast here: https://pod.link/1680633614 Subscribe to the newsletter: https://aidailybrief.beehiiv.com/ Learn AI with fu,0.9,both,"The channel focuses on AI news and discussions, which aligns with AI tools and productivity, as well as the technology aspect of AI.",12
UCeAKdCMMS4I9waww0LDLqng,The Nerdy Novelist,AI Tools & Productivity,ai-tools-productivity,The Nerdy Novelist is a channel about using AI and other author-related software to take the load off your shoulders so you can focus more on the creative tasks that you love most. Visit my website at: https://storytellingdb.com,0.9,both,"The channel focuses on using AI and author-related software to enhance creativity, which aligns with the AI Tools & Productivity category.",12
UCo33niDKpTpgwZ_dohqvylg,TubeBuddy,AI Tools & Productivity,ai-tools-productivity,"Want to grow, get more views, and subscribers on YouTube? TubeBuddy is a browser extension that adds a layer of amazing functionality right on top of YouTube's website. We believe that everyone can achieve their YouTube dreams with the righ",0.9,both,"The channel focuses on providing tools for optimizing YouTube channels, which aligns with AI tools and productivity, as well as the description emphasizing functionality and efficiency.",12
UCqcbQf6yw5KzRoDDcZ_wBSw,Wes Roth,AI Tools & Productivity,ai-tools-productivity,"Artificial Intelligence, AI, Machine Learning, Google DeepMind, OpenAI, ChatGPT, Anthropic, Tech, Coding, AI News, Large Language Models and... (most importantly)... optimism. AGI rolls around only once. Let's make the best of it. On this c",0.9,both,"The channel focuses on AI, machine learning, and tools like ChatGPT, indicating a strong emphasis on practical AI applications and productivity.",12
UCzz4CoEgSgWNs9ZAvRMhW2A,Everything Electric CARS,Automotive,automotive,"Visit our LIVE exhibitions in Australia, the UK, USA, Canada & Europe: https://fullycharged.live/ Check out our sister channel: @EverythingElectricShow ! Become a Patreon: https://www.patreon.com/fullychargedshow Become a YouTube member: us",0.9,both,"The channel title 'Everything Electric CARS' and the description focus on electric vehicles and exhibitions related to cars, indicating a strong automotive theme.",12
UC2rzsm1Qi6N1X-wuOg_p0Ng,Project Farm,Automotive,automotive,"I test all sorts of things, from tools to automotive products, to help viewers make informed purchasing decisions and to avoid getting ripped off. Also, I have awesome Patreon supporters, which allows me to decline all sponsorships and prom",0.9,text_clues,"The channel focuses on testing automotive products and tools, which aligns directly with the automotive category.",12
UCSDNfhsWyNOz8foxx5p8unQ,Sweet Project Cars,Automotive,automotive,Sweet Project Cars Uploads 2 videos per week for the DIY type person. We share money-saving tips and tricks about cars and trucks. Tips that will not only save you money but keep your ride looking sweet all year long. We love helping as man,0.95,both,"The channel focuses on DIY car and truck maintenance, sharing money-saving tips, which aligns closely with the automotive category.",12
UCJjAIBWeY022ZNj_Cp_6wAw,The Tesla Space,Automotive,automotive,"Welcome to the Tesla Space, where we share the latest news, rumors, and insights into all things Tesla, Space X, Elon Musk related and whatever else we think is interesting. You'll be able to find news surrounding all of the Tesla 2024 vehi",0.9,both,"The channel focuses on Tesla vehicles and related news, which directly aligns with the automotive category, while also referencing Elon Musk and SpaceX, indicating a broader interest in technology and innovation.",12
UCnM9I0mYTFSO3wkfof7oUvA,Alex Ford,Business,business,"Welcome to my YouTube channel & podcast! For over a decade, I've been a digital marketing trainer helping people to find ways to make a full time income online and fire their boss. On this channel, I help you to build a highly profitable on",0.9,both,"The channel focuses on digital marketing, building profitable online businesses, and financial freedom, which aligns closely with the business category.",12
UC34AYD6is66Xpv6HPRB0Miw,AM/PM Podcast,Business,business,"Welcome to the AM/PM Podcast Youtube Channel. In every corner of the world, people are embracing entrepreneurism. There have never been more opportunities, tools, or methods for building a business that operates on auto-pilot, in the AM and",0.9,both,"The channel focuses on entrepreneurship, business models, and financial strategies, which aligns closely with the business category.",12
UC7o7gV3iTgpvXqdyThjevsg,ASICentral,Business,business,"The online home of the Advertising Specialty Institute, the largest media and marketing organization serving the ad specialty industry. ASI's mission is to bring together promotional products industry professionals (distributors, suppliers,",0.9,both,"The channel focuses on the advertising specialty industry, which is closely related to business and marketing strategies, as indicated by its description of serving promotional products industry professionals.",12
UCaL1DGiCW-HVgqeaLuHUfJA,Cloud Based Real Estate Brokerage with Jesse Dau,Business,business,"Hey! My name is Jesse Dau and I am a licensed Real Estate Agent & Team Leader with eXp Realty. Before real estate, I spent 15 years in Corporate America. One day I quit, cold turkey. Within 5 years my real estate business surpassed $100 mil",0.9,both,"The channel focuses on real estate brokerage and entrepreneurship, highlighting Jesse Dau's success in building a real estate brand and aligning with eXp Realty, which aligns with business strategies.",12
UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,Business,business,My #1 passion is teaching. #2 is building AI businesses. I’ve built and exited 3x tech companies. Invested in 100+ others. Spend 98.2% of my time building AI startups at Martell Ventures (AI Venture Studio) Wrote a WSJ best selling book htt,0.9,both,"The channel focuses on teaching business growth and entrepreneurship, with a strong emphasis on building AI businesses and personal experiences in the tech industry.",12
UC1CAa_tjoI4-bEsEjxvHJXQ,Dane McBeth Publishing,Business,business,"Founder of PaysToPublish.com and living in British Columbia, Canada. I make videos based around self-publishing books and online entrepreneurship. Want to learn how to get started with online publishing? Get started here: www.PaysToPublish.",0.9,both,"The channel focuses on self-publishing and online entrepreneurship, which aligns closely with business strategies and practices.",12
UCNawoJ4W-TZHiD6UTPGIiAQ,Digital Feast Studios,Business,business,"Creative Marketing Agency // Allentown, PA Artists and storytellers crafting beautiful & engaging work. Imagine. Create. Reach. Grow.",0.9,text_clues,"The channel is described as a 'Creative Marketing Agency', indicating a focus on entrepreneurship and marketing strategies.",12
UCctXZhXmG-kf3tlIXgVZUlw,GaryVee,Business,business,"Gary Vaynerchuk is a serial entrepreneur and serves as the Chairman of VaynerX, the CEO of VaynerMedia, and the Creator and CEO of VeeFriends. Gary is considered one of the leading global minds on what’s next in culture, relevance, and the ",0.9,both,"Gary Vaynerchuk is a well-known entrepreneur and CEO, focusing on business strategies and marketing, which aligns with the business category.",12
UCpBvckYg2UXArcfzRcjpPjw,Helium 10,Business,business,"Introducing Helium 10. Powered by sellers like you, we started with just one mission in mind: to make running businesses on Amazon easier. From one tool we’ve evolved to a complete platform. And now the industry’s first all-in-one Amazon so",0.9,both,"The channel focuses on providing tools and resources for running businesses on Amazon, which aligns with the business category. The description emphasizes entrepreneurship and business strategies.",12
UC0aNNLyM8FveAGEeaOND10A,Jahin Shahriar,Business,business,"Free Shopify Templates 👇 For business and other inquiries: Jahinshahriar@gmail.com This channel is all about Web Design , Ecommerce Business. I will upload video contents which can add value to your Ecommerce Business , Help you to learn s",0.9,both,"The channel focuses on Ecommerce Business and Web Design, which are key aspects of the business sector, as indicated in the title and description.",12
UCSm7riYU-NTWWFlG9XJBcRA,Jason Lee,Business,business,"Hi, I’m Jason Lee. I share business ideas and smart ways to make money without burning out. If you're a founder, creator, or solo builder who wants more freedom, not more hustle, this channel’s for you.",0.9,text_clues,"The channel focuses on sharing business ideas and ways to make money, targeting founders and creators, which aligns closely with the business category.",12
UC-6LDZDGRvS8XH9O8An4kEg,Live Your Message with Marisa Murgatroyd,Business,business,"Hi, I'm Marisa Murgatroyd. Welcome to my channel! I’ve coached and supported tens of thousands of people -- from side hustlers to 7-figure empires -- on how to grow their online businesses, and I'm widely considered one of the top online co",0.95,both,"The channel focuses on coaching individuals to grow their online businesses, indicating a strong emphasis on entrepreneurship and business strategies.",12
UCsPpLcxHv5XJw4Rx5GALUjg,MarketingBlocks AI,Business,business,"MarketingBlocks is the World’s First Agentic AI Growth Engine built for Experts, Coaches, & Founders. Imagine having a fully automated AI team that shows up EVERY DAY to grow your authority, attract leads, and drive sales without hiring, bu",0.9,both,"The channel focuses on AI tools for marketing and business growth, targeting experts, coaches, and entrepreneurs, which aligns closely with business strategies.",12
UCP5A5lVxaT7cO_LehpxjTZg,Matt Diggity,Business,business,"Matt Diggity shares ""real"" SEO techniques that work because they're based on real test results. No theory, no guesswork... pure results. If you're new to search engine optimization and want to get started, or even an advanced practitioner l",0.9,both,"The channel focuses on SEO techniques and business strategies related to digital marketing, which aligns with the business category. The mention of helping thousands through various businesses further supports this classification.",12
UChYHKRass0kZvBkVKQuZElQ,Matt Gray,Business,business,Want to scale your business? Let's chat ↓ Book a Call for Founder OS: https://fos.now/yt-train Proven systems to grow a profitable audience with content. Want my free playbook to grow your profitable personal brand? Get it here: https://fos,0.9,both,"The channel focuses on scaling businesses, entrepreneurship, and personal branding, which aligns closely with the 'business' category. The description emphasizes proven systems for growth and helping entrepreneurs, further supporting this choice.",12
UCLAEBQMxxwE6gNy13q_rdcg,Matt Lorion,Business,business,"Gen Z entrepreneur, first million at 17 years old. Featured on CNBC, now teaching other's how to become financially free. Born and raised in Massachusetts USA, currently living in South Florida. Skipped college to pursue my dreams and help ",0.9,both,"The channel focuses on entrepreneurship and financial freedom, aligning with business strategies, and the creator's background as a young entrepreneur supports this categorization.",12
UCmIxjdhwpUI5lDoslfDqcPQ,Money on The Side,Business,business,"My name is Ben and I teach aspiring entrepreneurs how to build a semi passive Amazon KDP business. As living expenses continue to rise, now is the perfect time to start earning some extra money on the side! I have reached financial freedom ",0.9,both,"The channel focuses on teaching entrepreneurship and building a business through Amazon KDP, which aligns with the business category.",12
UCs26XZBwrSZLiTEH8wcoVXw,Moz,Business,business,"Moz: Marketing Analytics Software for SEO, Links, Social, and Brand • A Vibrant Online Marketing Community • Resources for Learning Inbound Marketing",0.9,text_clues,"The channel focuses on marketing analytics software and resources for learning inbound marketing, which aligns closely with business and marketing strategies.",12
UCxMoaKZtWKFuHGr7LIInOOQ,Nick Stephenson,Business,business,"I'm a USA Today Bestselling author of fiction (thrillers and sci-fi), non-fiction, and I also teach authors how to find their first 10,000 readers. I also run a software company that helps authors build beautiful, conversion-optimised websi",0.9,both,"The channel focuses on teaching authors marketing strategies and audience growth, which aligns with business principles, while also mentioning software development, indicating a blend of business and technology.",12
UCK5-hzSvMAPSSo2vH_LtNKw,Quazi Johir,Business,business,"I started this channel in 2018, when I was deeply frustrated with the thought of working a 9-5 corporate job for the next 40 years, only to enjoy my life after I retired... Within 2 years of starting this channel and sharing all of the prin",0.9,both,"The channel focuses on entrepreneurship and personal financial success, which aligns with business principles, and the description emphasizes lessons in entrepreneurship and achieving financial freedom.",12
UCCLD2QUYsDuHdBkQp10Yy0w,RUHM,Business,business,"RUHM is a full-service agency of artists, luxury marketers, and real-estate consultants who package and promote the world's finest luxury resorts, developments and homes. Description: At RUHM, our creativity makes you money. It isn’t just t",0.9,both,"The channel focuses on luxury marketing and real estate consulting, which aligns closely with business strategies and entrepreneurship.",12
UCwjDLq70gf6j9B5ykweXJRg,Samazonkdp,Business,business,Helping you build an Amazon KDP business that can replace your 9-5 and allow you to live entirely on your own terms.,0.9,text_clues,"The channel focuses on building an Amazon KDP business, which aligns with entrepreneurship and business strategies.",12
UCx7DWIF3zT2xapezCxIzNVQ,Sandra Di,Business,business,"Join the Waitlist for the ""Create a Digital Product that Sells"" Workshop in December: https://sandradi.myflodesk.com/digitalproductworkshop Hi friend! 🖐🏻 I’m Sandra, sharing weekly tips on side hustles, selling digital products, and authe",0.9,both,"The channel focuses on side hustles, selling digital products, and business growth strategies, which aligns with the business category.",12
UCs-HqvE13SeePDZEpC__Mkw,Scott Suggs,Business,business,I’m an e-commerce business owner with over 6 years of experience and millions of dollars in sales. I’ve learned a ton during that time! So I decided to finally create this channel to help and support others who want to be successful entrepr,0.95,both,"The channel focuses on e-commerce, entrepreneurship, and marketing strategies, which aligns closely with the business category. The description emphasizes helping others succeed in business, indicating a strong focus on business-related content.",12
UC1E1SVcVyU3ntWMSQEp38Yw,The Prof G Pod – Scott Galloway,Business,business,"NYU Professor, best-selling author, business leader and serial entrepreneur Scott Galloway cuts through the biggest stories in tech, business, and investing with unfiltered insights, bold predictions and thoughtful advice. Podcasts include ",0.9,both,"The channel features Scott Galloway, a business leader and NYU professor, discussing topics in tech, business, and investing, which aligns closely with the business category.",12
UCdOPzgbosSnbfwd9-iXP2NA,Vanessa Lau,Business,business,"I make videos that help creators feel good, have fun, do less, and earn ̶m̶o̶r̶e̶ enough. For business inquiries only: partnerships@vanessalau.co FOLLOW ME: www.instagram.com/vanessalau.co www.vanessalau.co",0.9,text_clues,"The channel focuses on helping creators earn more and feel good, which aligns with business and entrepreneurship themes.",12
UCnBMUbokI94_PY59m8yDMRg,VrTours Solutions,Business,business,3D Virtual Tour for Real Estate & Business. Use a VR headset to Watch my videos. 360 Videos.,0.9,text_clues,"The channel focuses on 3D virtual tours for real estate and business, indicating a strong connection to business-related content.",12
UCMq1R1LgS04lIKdpLh_OS1w,Wes McDowell,Business,business,"Are you a small business owner trying to grow your customer base? I'll show you all my best website & digital marketing secrets that will supercharge customer growth, so you can make more money, and build a business you LOVE to show up for ",0.95,both,"The channel focuses on helping small business owners grow their customer base through digital marketing and web strategies, which aligns closely with the business category.",12
UCG98giOsUxIlXV0rNUhxLew,Ryan Serhant,Business & Markets News,business-markets-news,"Entrepreneur Founder and CEO Serhant Technologies Brands: SERHANT. | SELL IT | SERHANT. Studios | S.MPLE Netflix: Owning Manhattan Investor: Blank Street Coffee, RLTY Co., LA Mad Drops, Update",0.9,both,"The channel is run by Ryan Serhant, an entrepreneur and CEO, with a focus on real estate and investment, which aligns with business and market news.",12
UCDUhp92NhqVc0K3jSmWhgvA,Comedy Dynamics,Comedy,comedy,"Comedy Dynamics, a Nacelle company, is the largest independent stand-up comedy production and distribution company. Its independent archive, the largest in existence, is available only on planet Earth.",0.95,both,The channel title 'Comedy Dynamics' and its description as the largest independent stand-up comedy production and distribution company clearly indicate a focus on comedic content.,12
UCf9BO33b-MnIxB5y0azrxmg,Jimmy Carr,Comedy,comedy,"Welcome to Jimmy Carr's official YouTube channel, where you can find all the best bits from his stand-up comedy shows, TV appearances, podcasts, and more! Get tickets for Jimmy's Laughs Funny tour at https://www.jimmycarr.com/ Natural Born ",0.95,both,"The channel is explicitly dedicated to Jimmy Carr's stand-up comedy, as indicated in the title and description, which aligns with the comedy category.",12
UCqq3PZwp8Ob8_jN0esCunIw,Just For Laughs,Comedy,comedy,"JustForLaughs Comedy, the official YouTube Channel of the Just For Laughs Comedy Festival. What's Just For Laughs? Oh, just the biggest, funniest, most awesomest comedy festival in the whole world. No big deal. We specialize in brilliant, h",0.95,both,"The channel title and description clearly indicate a focus on comedy, specifically highlighting the Just For Laughs Comedy Festival and featuring renowned comedians, which aligns perfectly with the 'comedy' category.",12
UCM05jgFNwoeXvWfO9GuExzA,Luke Beasley,Comedy,comedy,The Luke Beasley Show is a political humor and commentary program! Videos posted daily. Want to support what we do and gain access to the daily Main Show + Bonus Show? Become a member by clicking the join button!,0.9,both,"The channel title and description indicate a focus on political humor and commentary, which aligns with the comedy genre.",12
UCT5C7yaO3RVuOgwP8JVAujQ,Taskmaster,Comedy,comedy,"Well done! You've found the #Taskmaster YouTube channel for full eps, exclusives, best bits, interviews and more! New episodes Thursdays at 9pm on Channel 4 in the UK and here on YouTube the day after at 9pm GMT/BST in North America. Watch ",0.9,both,"The channel features a comedy show hosted by Greg Davies and Alex Horne, focusing on humorous challenges and entertainment, which aligns with the comedy category.",12
UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,Comedy,comedy,"Jon Stewart and The Best F**king News Team host The Daily Show, an Emmy and Peabody Award-winning program analyzing the biggest stories in news, politics, and culture through a sharp, satirical lens. The Daily Show airs weeknights at 11/10c",0.9,both,"The Daily Show is known for its satirical take on news and politics, which aligns with the comedy genre, while also covering significant news topics.",12
UCgyvzxg11MtNDfgDQKqlPvQ,AuthenTech - Ben Schmanke,Consumer Tech & Gadgets,consumer-tech-gadgets,Authentic reviews of Tech = AuthenTech. Exploring innovative and exciting technology. Business inquiries: yt @ authen.tech == What is the meaning behind AuthenTech? -Life is congruent with what you believe. -I'm a Christian and my faith is ,0.9,both,"The channel focuses on authentic reviews of technology, specifically gadgets, which aligns with the consumer-tech-gadgets category. Additionally, the emphasis on innovative technology in the description supports this choice.",12
UCAPeu_wnvIB5AkQ-xnkLOJA,Eric Welander,Consumer Tech & Gadgets,consumer-tech-gadgets,"I love talking about Apple and smart home tech here on YouTube. I’ve been working in app development on Apple's platforms since 2011, and building out my smart home on YouTube since 2018. For reviews and sponsorships, email eric@ericw.org",0.9,both,"The channel focuses on Apple and smart home tech, which aligns with consumer tech and gadgets, and the description indicates experience in app development and smart home technology.",12
UC8sibhG707qg5AlVlj5P3mw,Momentum Productions,Consumer Tech & Gadgets,consumer-tech-gadgets,My name is Josh Morgan and I am a tech nerd! I started my YouTube channel around filmmaking and cameras! Now I focus on ALL different types of tech. Subscribe to my channel to see some cool and neat stuff!,0.9,both,"The channel focuses on various types of tech, including filmmaking and cameras, which aligns with consumer tech and gadgets.",12
UCwpRQ_NrBJvGlwCG__qy9Og,Ordinary Filmmaker,Consumer Tech & Gadgets,consumer-tech-gadgets,"I'm just a guy that films, talks, and walks on ordinary ground. My vision is to deliver new,. rumours, informative reviews and tutorials on camera gear, filming techniques and content creation. My commitment to you is to: Deliver a quality ",0.9,both,"The channel focuses on camera gear, filming techniques, and content creation, which aligns with consumer tech and gadgets, as well as providing reviews and tutorials.",12
UCeeYm4DCcKiN6hmKBspX8Ig,ZHIYUN-TECH,Consumer Tech & Gadgets,consumer-tech-gadgets,"Welcome to ZHIYUN, a trailblazer in the dynamic world of gimbals. Our relentless focus on research and development fuels an array of innovative gimbals and lighting products that spark the creativity and imagination of every creator. Explor",0.9,both,"The channel focuses on gimbals and lighting products for content creation, which aligns with consumer technology and gadgets, as well as the innovative aspect highlighted in the description.",12
UCLv09ZbvDVctHv8zIE1hoTw,Black Tie Kitchen,Cooking,cooking,"Welcome to Black Tie Kitchen, where I believe Low-Carb/Keto food should be simple, nutritious, and delicious! Join me as I post create and discover new recipes to make the best Low-Carb & Keto dishes around! After years of stuffing my face ",0.95,both,"The channel focuses on low-carb and keto recipes, which directly relates to cooking and food preparation, as indicated by the title 'Black Tie Kitchen' and the description emphasizing nutritious and delicious recipes.",12
UCFCDEaQC9NqzYDTxwTejlDg,Butcher Wizard,Cooking,cooking,The Butcher Wizard Channel focuses on showing viewers how to butcher large cuts of meat so that they can save money and make better meals. The channel not only has videos about butchery but also recipe videos that follow using the cut of me,0.9,both,"The channel focuses on butchery and cooking, with a description emphasizing recipes and meat preparation, aligning it closely with the cooking category.",12
UCfE5Cz44GlZVyoaYTHJbuZw,Guga Foods,Cooking,cooking,"Hi, Thanks for visiting Guga Foods! I am here too share all my favorite recipes with you. Cooking things me and my family love, BBQ to Unique style meats and my specialty Brazilian Churrasco. I love to hear from you and you are welcome to s",0.95,text_clues,"The channel focuses on sharing favorite recipes, BBQ, and Brazilian Churrasco, which are all related to cooking.",12
UCovVc-qqwYp8oqwO3Sdzx7w,74 Gear,Education,unclassified,74 Gear / Pilot Kelsey Boeing 747 Pilot All About Aviation Join the 74 Crew on Instagram / Twitter: @74Gear,0.9,text_clues,"The channel focuses on aviation and is run by a Boeing 747 pilot, indicating instructional content r",12
UCgGpNbEWsZhrtV_62dsUDpQ,7idea Productions,Education,unclassified,"7idea Productions captures modern-day railroads in the North America. Big diesel engines, majestic steam locomotives and beautiful scenery combine for a thrilling train watching experience.",0.8,text_clues,Focus on railroads suggests educational content about trains.,12
UC1KmNKYC1l0stjctkGswl6g,After Skool,Education,education,We cannot change the world. But we can change ourselves...and that will change the world. The goal of this channel is to empower the individual and deliver profound ideas through art. Everyone is welcome to contribute. If you have a good id,0.85,both,"The channel's focus on empowering individuals and delivering profound ideas through art aligns with educational content, while the description suggests a transformative approach to personal development.",12
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,Education,education,"The Huberman Lab podcast is hosted by Andrew Huberman, Ph.D., a neuroscientist and tenured professor in the department of neurobiology of ophthalmology, and by courtesy, psychiatry and behavioral sciences at Stanford School of Medicine. The",0.9,both,"The channel is hosted by a neuroscientist and focuses on neuroscience and science-based tools, which aligns with educational content. The description emphasizes teaching about brain function and health, indicating a strong educational component.",12
UCXfC0B4gKbYEDYqValFg4Yw,Barry KDP,Education,education,I help KDP publishers launch and scale profitable books with my Profitable Publisher System,0.9,text_clues,"The channel focuses on helping KDP publishers, which indicates instructional content related to publishing and scaling books.",12
UCgMQxnLWLE8YSLFnH9SHmHQ,Blaze Grubbs,Education,education,"Welcome to my YouTube Channel! I am a 21-year-old multi-engine commercial pilot with an IRA from the Northern California Area. I have experience flying the SF50, PC12, SR22T, DA42 and CJ1. My goal with this channel is to help promote genera",0.9,both,"The channel focuses on promoting general aviation and helping others with flight training, which aligns with educational content. The pilot's experience and goal to assist others further support this classification.",12
