channelId,channelTitle,label,shortDesc,confidence,knowledge_source,evidence,shortlist_count
"UC-smeLB9AnOTeypr1YyjJ3A","ARTE Concert","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UC1LpsuAUaKoMzzJSEt5WImw","Asianometry","Business & Markets News","Video essays on business, economics, and history. Sometimes about Asia, but not always. For general mail: hello@asianometry.com For business inquiries: business@asianometry.com I don't have an Asianometry Telegram. Don't fall for comment sc","0.8","text_clues","The channel focuses on business and economics, which aligns closely with news about the economy and ","6"
"UC7o7gV3iTgpvXqdyThjevsg","ASICentral","Business — entrepreneurship, marketing, and business strategies.","The online home of the Advertising Specialty Institute, the largest media and marketing organization serving the ad specialty industry. ASI's mission is to bring together promotional products industry professionals (distributors, suppliers,","0.9","text_clues","The channel focuses on the advertising specialty industry, providing resources and tools for marketi","8"
"UCe0TLA0EsQbE-MjuHXevj2A","ATHLEAN-X™","Health & Fitness","Welcome to ATHLEAN-X™ on YouTube! This is where you can find all the latest FREE workouts, nutrition and training advice to get you on your way to a healthy, leaner, more muscular, athletic body by training like an athlete. Learn from the p","0.95","text_clues","The channel focuses on workouts, nutrition, and training advice aimed at improving physical health a","8"
"UC1s_8hYVql2DuDmwuBt9yJA","Aus Flight Simmer","Tech & Science News","Welcome to the Aus Flight Simmer channel - This channel is for the everyday flight simmer. This is where we fly, create & inform and entertain. Weekly content includes: Microsoft Flight Simulator News videos, (yes every week) Stream Wendesd","0.8","text_clues","The channel focuses on flight simulation, which involves technology and software related to aviation","8"
"UCgyvzxg11MtNDfgDQKqlPvQ","AuthenTech - Ben Schmanke","Consumer Tech & Gadgets","Authentic reviews of Tech = AuthenTech. Exploring innovative and exciting technology. Business inquiries: yt @ authen.tech == What is the meaning behind AuthenTech? -Life is congruent with what you believe. -I'm a Christian and my faith is ","0.9","text_clues","The channel focuses on authentic reviews of technology, specifically mentioning innovative and excit","11"
"UC0N-iKBpHZlhSFu6BqLsHWQ","AV-Ultra","How-To & Skills Tutorials","2010- 2015 I had the opportunities to train several Fortune 500 companies. Some of my clients include: Wells Fargo, Kohls, MGM Grand Resorts International, PBS, National Institute of Health, University of Wisconsin, while producing motion g","0.9","text_clues","The channel focuses on providing free professional training and tutorials in motion graphics and vid","11"
"UCHIRBiAd-PtmNxAcLnGfwog","B&H Photo Video Pro Audio","How-To & Skills Tutorials","We love what we do. We are both professional and avid photographers, filmmakers, and audio professionals. We enjoy getting out to explore the world as creators and teachers. On our channel, you’ll see videos, podcasts, and tutorials showing","0.8","text_clues","The channel focuses on tutorials and teaching related to photography, filmmaking, and audio, which a","8"
"UCXfC0B4gKbYEDYqValFg4Yw","Barry KDP","Unclassified (low confidence)","I help KDP publishers launch and scale profitable books with my Profitable Publisher System","0.1","text_clues","The channel focuses on helping KDP publishers, which relates to technology in publishing, but does n","1"
"UCZtDUmC3W7j25XHZWFT_XgQ","BBC Music","Music","BBC Music brings you the biggest artists in the world from the biggest events. There's tracks from the legendary festivals like Glastonbury and Reading and Leeds, sessions from emerging artists with BBC Music Introducing, performances from ","0.95","text_clues","The channel focuses on music performances, events, and artist showcases, indicating a strong emphasi","5"
"UCIXKkzlHjD1rUPOLRfJZvrg","Becki and Chris","Home & Garden","Becki's new channel:https://www.youtube.com/@beckipeckham We're Becki and Chris, we produce content centered around our home renovation, DIY projects, and vehicle-based adventure filmmaking, creating unique series and films along the way. B","0.9","text_clues","The channel focuses on home renovation and DIY projects, which aligns closely with the Home & Garden","5"
"UCAjSHLRJcDfhDSu7WRpOu-w","Ben Claremont","How-To & Skills Tutorials","Helping you make EPIC 360 content with Insta360 cameras 🤩🎥 Tutorials, gear reviews & creative ideas to take your 360 content pro — for social media or business. 💼 Business inquiries: business@benclaremont.com","0.8","text_clues","The channel focuses on helping users create 360 content through tutorials and creative ideas, which ","6"
"UCQbfC3DLce4TYulsmwf2lzQ","Ben Halsall: Final Cut Pro & Adobe Tutorials","How-To & Skills Tutorials","I am a videographer, editor, university instructor & teach Final Cut Pro & Adobe workshops across Canada. Videos are often answers to questions from students, clients & subscribers. Drop me a message to ask yours. PRIVACY POLICY and FULL DI","0.9","text_clues","The channel focuses on teaching Final Cut Pro and Adobe software through tutorials, which aligns wit","7"
"UCBJh1lBd44OGUd5JrHZQvCQ","Best of The Voice","Music Competition","The best Blind Auditions, Battles and performances of The Voice, all together in one place. Which singers made the Coaches turn their red chairs? ✌️","0.9","text_clues","The channel focuses on performances from 'The Voice', a well-known music competition show.","0"
"UCeqky0tc84Ezl0CYMW3xKkA","Best360","Video Editing","Hey! 👋🤓 I'm Shanil, a London based video creator. My mission is to help you bridge the gap between the technology 📱 and your creativity 💡. So you can make videos that you are truly proud to post on social media 😏.","0.9","text_clues","The channel's description emphasizes helping viewers create videos and bridge the gap between techno","9"
"UCOWF2oK605qOVfkCy3we32g","BFBS Forces News","News","Welcome to Forces News! If you enjoy our videos don’t forget to give them a like 👍 and subscribe to our YouTube channel with your notifications on! 🔔 📱 Find us on social media as ‘Forces News’.","0.9","text_clues","The channel focuses on providing news related to the military and forces, which aligns with general ","6"
"UCLv09ZbvDVctHv8zIE1hoTw","Black Tie Kitchen","Cooking","Welcome to Black Tie Kitchen, where I believe Low-Carb/Keto food should be simple, nutritious, and delicious! Join me as I post create and discover new recipes to make the best Low-Carb & Keto dishes around! After years of stuffing my face ","0.95","text_clues","The channel focuses on creating and discovering low-carb and keto recipes, which aligns with food pr","6"
"UCgMQxnLWLE8YSLFnH9SHmHQ","Blaze Grubbs","How-To & Skills Tutorials","Welcome to my YouTube Channel! I am a 21-year-old multi-engine commercial pilot with an IRA from the Northern California Area. I have experience flying the SF50, PC12, SR22T, DA42 and CJ1. My goal with this channel is to help promote genera","0.8","text_clues","The channel aims to promote general aviation and help others, suggesting a focus on instructional co","1"
"UCX_gtN8XsErdLPOUkEPaqiA","Blowout Professor","Unclassified (sparse)","My Recommended Product List ⇢ https://blowoutprofessor.tiny.us/2p827m5j","0","text_clues","sparse_title_and_description","0"
"UCC4vs_6IdURyXrwYa74k-jw","Blues Lounge","Music — music performance, lessons, production.","Blues Lounge channel is official music channel for a band performing under one alias - Brian Grey. The band first formed in late 2019 consisting of little known musicians and had major success releasing jazz albums for online steaming platf","0.95","text_clues","The channel focuses on music, specifically a band performing blues and jazz, which aligns with the m","3"
"UCRvnaTGSZQe3xuiZZZVklZA","Bob Moses","Music","Bob Moses Official YouTube Channel Instagram: https://www.instagram.com/bobmosesmusic Facebook: https://www.facebook.com/bobmosesmusic Twitter: https://www.twitter.com/bobmosesmusic Twitch: https://www.twitter.com/bobmosesmusic","0.95","text_clues","The channel title and description indicate it is an official music channel, suggesting a focus on mu","2"
"UCxNZMlrLOGO88BnFwNYgEEA","Bobby Bass","Music — music performance, lessons, production.","Hey! I'm Bobby Bass, a musician who's passionate about music and loves to create unique and creative arrangements. I'm grateful to be a part of several music groups, including ""The Bass Gang"", ""The Wellermen,"" and ""Pitch Slapped"", and I'm a","0.95","text_clues","The channel description emphasizes the creator's passion for music, involvement in music groups, and","5"
"UCY2p6zqx9LcPZci4KNqkEBg","Brad West","How-To & Skills Tutorials","Hi, I'm Brad. I am a video editor and filmmaker, who has been editing for over 15 years. I love helping others to become better editors and to share my knowledge with other Final Cut Pro users. Subscribe if you're into Final Cut Pro, video ","0.9","text_clues","The channel focuses on helping others improve their video editing skills, which aligns with practica","6"
"UC3stPIuUoCDHG7COfwr0tEA","Brandon Li","Video Editing","I'm a nomadic filmmaker on an endless world tour. Most of my main projects are on Vimeo. This is my channel for experimenting with new ideas. Business inquiries: business@unscripted.com Please no gear questions via direct message or email U","0.8","text_clues","The channel focuses on filmmaking and experimenting with new ideas, which aligns closely with video ","8"
"UC_0jev81m10XfTzggeae1Mg","BretFX","How-To & Skills Tutorials","BretFX creates free & premium Final Cut Pro Effects and shares tips and tricks for using FCPX and Apple Motion. Check out trailers for BretFX products as well as tutorials for FCPX and Apple Motion.","0.9","text_clues","The channel focuses on creating tutorials and tips for using Final Cut Pro and Apple Motion, which a","5"
"UCONzk0OgGQC5HiQ7aEPjYyA","BRF Louisiana","Unclassified (sparse)","","0","text_clues","sparse_title_and_description","0"
"UCrjya2B7Cd1yZWV1liFtnOA","Brian Murray","Unclassified (sparse)","Pilot. Creator. Software Engineer.","0","text_clues","sparse_title_and_description","0"
"UCQANb2YPwAtK-IQJrLaaUFw","Brian Tyler Cohen","Politics & World News","Brian Tyler Cohen is one of the most viewed independent progressive political hosts on YouTube. Subscribe for daily breaking news clips followed by in-depth commentary; interviews with top figures (including President Biden, Kamala Harris, ","0.95","text_clues","The channel focuses on progressive political commentary, breaking news, and interviews with politica","11"
"UC4rlAVgAK0SGk-yTfe48Qpw","BRIGHT SIDE","Lifestyle","Whether you’re into recent discoveries, space exploration, true stories, fitness, fun tests, and riddles, or useful tips for self-improvement, psychology, gadgets, or just your day-to-day routine, there’s something for everyone! You can exp","0.9","text_clues","The channel focuses on self-improvement, psychology, and daily routines, which align with lifestyle ","12"
"UCxWulY15ahTxS0VieQp-HPg","Brody Dolyniuk","How-To & Skills Tutorials","Welcome to Brody Dolyniuk’s channel. I’ll upload things I hope you’ll find interesting...cover songs, technical how-to videos, My car projects, etc. www.BrodyDolyniuk.com","0.7","text_clues","The channel includes technical how-to videos and car projects, indicating a focus on practical skill","3"
"UCAG3VrzHOmnNjrDeOpcZfFQ","Brooke C","Music","Playing along to some of my favorite songs on here! Thanks for stopping by! Don’t forget to subscribe to see more drum covers! Add me on Instagram!! @rockangel_ . Proudly use and endorse… Meinl Cymbals Pearl Drums Evans Drumheads Vater Drum","0.95","text_clues","The channel focuses on playing drum covers of favorite songs, indicating a strong emphasis on music ","3"
"UCoUM-UJ7rirJYP8CQ0EIaHA","Bruno Mars","Music","The official YouTube channel of Bruno Mars. Subscribe for the latest official music videos, live performances, official audio, and more: https://Atlantic.lnk.to/BMsubscribe 15x GRAMMY Award winner and 27x GRAMMY Award nominee Bruno Mars is ","1","text_clues","The channel features official music videos, live performances, and audio from a celebrated musician,","3"
"UCZRp6-Xvzo_dBFvt9L7y3Qw","Build Great Products","AI Tools & Productivity","Join my Skool community to build your AI app in 30 days. Helping you go from big idea to profitable app with AI. 🚀 For the last 15 years I've been designing digital products and advising startups on design and I want to help you build the ","0.9","text_clues","The channel focuses on building AI applications and helping users develop profitable apps using AI, ","7"
"UC9xpl8LyFRsKXASGHBBj_xQ","Building Integrity","Education","Building Integrity is an educational channel covering current events and lessons in the engineering and construction industry. The purpose of Building Integrity is to elevate the practice of construction throughout the industry by educating","0.9","text_clues","The channel focuses on educating the public and contractors about the engineering and construction i","5"
"UCNWb1R70xnomfDf6Iu0uZ2Q","Burkland Gardens","Home & Garden","Burkland Gardens is a plant nursery in Washington state specializing in dwarf and unusual conifers owned by Travis and Jessi McNeal. Travis' father, Gil McNeal, is our grower and nursery manager and previously owned and operated Perennial L","0.9","text_clues","The channel focuses on a plant nursery specializing in dwarf and unusual conifers, which aligns with","9"
"UCFCDEaQC9NqzYDTxwTejlDg","Butcher Wizard","Cooking","The Butcher Wizard Channel focuses on showing viewers how to butcher large cuts of meat so that they can save money and make better meals. The channel not only has videos about butchery but also recipe videos that follow using the cut of me","0.9","text_clues","The channel focuses on butchery and recipes, which are both key aspects of cooking.","4"
"UCARXOI1UlItgIevoI5jZViQ","CaliKim29 Garden & Home DIY","Home & Garden","If you're looking to grow fresh, organic food in simple and cost-effective ways, CaliKim is your go-to guide for all things gardening! Whether you're a beginner or a seasoned gardener, regardess of your location, or the size of your gardeni","0.9","text_clues","The channel focuses on gardening, DIY projects, and growing organic food, which aligns closely with ","6"
"UC6MvbqzzXu9E6SWM2Jf-g_Q","Calum Graham Music","Music","This Canadian fingerstyle guitarist has enthralled millions of listeners around the world with his signature playing style which has led to tours across America, Europe, Australia and China. He is also considered one of the World’s Top 30 G","0.95","text_clues","The channel features a fingerstyle guitarist known for music performance and has a focus on guitar p","3"
"UCl3lEILSFI3InXa5C__Phug","Cambridge University Cosmology","Science","The Centre for Theoretical Cosmology (CTC) was established by Professor Stephen Hawking in 2007. It exists to advance the scientific understanding of our Universe, taking forward the vision of its founder. It is part of the Department of Ap","0.9","text_clues","The channel focuses on advancing scientific understanding of the universe, which aligns with the sci","6"
"UCMJecdKUslHToOEpeuRGwXg","Candyrat Records","Unclassified (sparse)","Candyrat features extraordinary Guitarists and Composers.","0","text_clues","sparse_title_and_description","0"
"UCx8Thl4BbkOwslTGXzPJx0A","Captain Steeeve","Unclassified (low confidence)","Follow us on all our social media channels: FB: Captain Steeeve Insta: @officialcaptainsteeeve TikTok: Captain Steeeve","0.2","text_clues","The channel title and description do not provide clear indicators of news content, but the presence ","1"
"UC_hOdGU7CK_jfckv2C6kmFA","Chill Guitar Music","Music","🎸 Chill Guitar Music is your go-to destination for smooth jazz, chillhop, and jazzhop, featuring relaxing guitar solos by the talented Sebastien Zunino. 🎶 Every track is crafted to bring you peaceful, feel-good vibes—perfect for studying,","0.95","text_clues","The channel focuses on chill guitar music, smooth jazz, and relaxing instrumental tracks, indicating","2"
"UCwjvvgGX6oby5mZ3gbDe8Ug","China Insights","How-To & Skills Tutorials","Dear viewers, our program has moved to the new channel “Sound of Hope”! “China Insights” is now renamed “China X-Ray,” bringing you more exciting content. Please subscribe, share, and watch!","0.7","text_clues","The channel description suggests a focus on providing insights and possibly tutorials related to Chi","2"
"UCT2kPBcD6tXn8TP_aV7BmgA","China Observer","Politics & World News","This channel brings the audience first-hand news from China and exclusive analysis. For business cooperation, please contact us: business@chinaobserver.co","0.8","text_clues","The channel focuses on first-hand news and exclusive analysis from China, which aligns with reportin","6"
"UCRte954rw0oeMWFroy_ClAw","Chris Hau","Travel","I like to talk about tech & travel and reminding people to create the things they actually want. @TheChrisHau on all socials","0.7","text_clues","The channel description mentions a focus on travel experiences and creating things, which aligns wit","5"
"UCrPUg54jUy1T_wII9jgdRbg","Chris Ramsay","Lifestyle","Here you'll find Magic, Puzzles, Vlogs and a combination of all three. For business contact Chrisramsay@spacestation.com","0.8","text_clues","The channel includes vlogs and a mix of magic and puzzles, indicating a focus on daily life and pers","4"
"UC-dmJ79518WlKMbsu50eMTQ","Clark Kegley","Lifestyle","Hey, I'm Clark. Creator, entrepreneur, YouTuber, and the dude who’s helping you create a life that’s less ‘meh’ and more ‘hell yes.’ My job is to help you reinvent yourself… but not in the way you might think. Most advice treats you like a ","0.9","text_clues","The channel focuses on self-improvement and personal development, emphasizing lifestyle changes and ","6"
"UC-eicAkiRdGLguiS1dS_N9Q","Clay Hayes","How-To & Skills Tutorials","We make the best traditional archery, bow building, recurve bow hunting, bushcraft, and survival skills videos on the web. Join Clay, Liz, and the kids on outdoor adventures from bowhunting deer and elk in the Idaho mountains to chasing wil","0.9","text_clues","The channel focuses on traditional archery, bow building, bushcraft, and survival skills, which are ","5"
"UCaL1DGiCW-HVgqeaLuHUfJA","Cloud Based Real Estate Brokerage with Jesse Dau","Business — entrepreneurship, marketing, and business strategies.","Hey! My name is Jesse Dau and I am a licensed Real Estate Agent & Team Leader with eXp Realty. Before real estate, I spent 15 years in Corporate America. One day I quit, cold turkey. Within 5 years my real estate business surpassed $100 mil","0.9","text_clues","The channel focuses on real estate business strategies, personal growth in the industry, and leverag","4"
"UC83jt4dlz1Gjl58fzQrrKZg","CNA","News","Welcome to the official CNA YouTube channel. Based in Singapore, CNA covers global developments with an Asian perspective. Come to us not just for the latest news, but also documentaries, expert analysis and stories behind the headlines. Ou","0.9","text_clues","The channel covers global developments with an Asian perspective, focusing on news, documentaries, a","7"
"UCHF66aWLOxBW4l6VkSrS3cQ","Coachella","Unclassified (low confidence)","April 10-12 & April 17-19, 2026 🪁 2026 Passes are Sold Out","0.2","text_clues","The channel title and description suggest it is related to an event (Coachella), but it does not pro","1"
"UCKvKjZ3l9azWz4F49q2R3tQ","Coffee Relaxing Jazz","Music","All music in this video and on this channel is original music by Coffee Relaxing Jazz.","0.95","text_clues","The channel focuses on original music, specifically jazz, which aligns with the music category.","4"
"UCrk7jhruZVuLshUNh1qUi4g","COGconnected","Gaming","COGconnected is your go to spot for news, reviews, videos, previews and editorials on all things gaming with a little geek culture thrown in for good measure. From indies to the big guns, this team of 30+ writers is dedicated to honest cove","0.95","text_clues","The channel focuses on news, reviews, and editorials specifically related to gaming and geek culture","8"
"UC4QZ_LsYcvcq7qOsOhpAX4A","ColdFusion","History","Hi, my name is Dagogo Altraide and I create and narrate all the videos on here. This channel aims to let you experience the cutting edge of the world around us in a relaxed atmosphere. Learn the captivating stories about how our world came ","0.8","text_clues","The channel focuses on captivating stories about how the world came to be, which aligns with histori","12"
"UCDUhp92NhqVc0K3jSmWhgvA","Comedy Dynamics","Comedy","Comedy Dynamics, a Nacelle company, is the largest independent stand-up comedy production and distribution company. Its independent archive, the largest in existence, is available only on planet Earth.","0.95","text_clues","The channel is described as the largest independent stand-up comedy production and distribution comp","3"
"UCXyqlW3MOTbhpQIMapXMOSQ","Content Creators","How-To & Skills Tutorials","ContentCreator.com was founded to help people master the art of shooting and editing videos in the fastest timeframe possible! Not to mention we also love helping creators monetize their skillsets to earn a full-time living online. The bran","0.8","text_clues","The channel focuses on helping people master shooting and editing videos, which aligns with providin","3"
"UCghY41qySm6IMH9VbRvf9VA","CopyandContentAI","AI Tools & Productivity","Imagine AI that’s SO powerful, it writes ALL of your customized sales copy and content FOR YOU (based on your specific customer avatar)…with the click of a button! CopyandContent.AI has a unique combination of tools, technology, and trainin","0.9","text_clues","The channel focuses on AI tools that assist in creating customized sales copy and content, emphasizi","7"
"UCpHdE9yhgSuM4FezX8dmbPw","CPA Strength","Study Skills & Test Prep","Accounting For Beginners Playlist #AFB Accounting Videos / Basic Accounting / I have a mapping system to keep Debits & Credits straight in your head / Tips on the CPA Exam / Powerlifting / living a healthy bodybuilding lifestyle / Quickbook","0.85","text_clues","The channel focuses on accounting education, CPA exam tips, and beginner accounting concepts, which ","9"
"UCzOlf72W0G4SJBHu9HxR7ng","Crazy About Life","Health & Fitness","Runner and Cyclist, decided to leave bad habits behind and started embracing healthy living. My wife and boy keeps me motivated. Follow along, hopefully someone out there can be inspired! Visit www.s4k.co.za to see some of the projects we a","0.9","text_clues","The channel focuses on running, cycling, and embracing healthy living, which aligns closely with hea","7"
"UC08Fah8EIryeOZRkjBRohcQ","Creator Magic","AI Tools & Productivity","Creator Magic explores the latest AI tools and news, with a focus on AI coding. Our videos cover new AI tools, workflow automation, and practical ways to leverage AI for more efficient and innovative projects. Now everyone can build the ide","0.9","text_clues","The channel focuses on exploring AI tools, workflow automation, and practical applications of AI in ","9"
"UCy6Q9UCG7Wa-N7nht2BFrHA","CSI Starbase","Tech & Science News","Thanks for checking out CSI Starbase on YouTube! CSI Starbase is the Daily Show of Starship news. Our goal is to explore the advancements and updates happening at Starbase with extremely deep analysis. These episodes are intended to be ligh","0.9","text_clues","The channel focuses on advancements and updates at Starbase, which relates to technology and scienti","8"
"UCkUaT0T03TJvafYkfATM2Ag","Daily Stoic","Lifestyle","Stoicism for everyday life. For those of us who live our lives in the real world, there is one branch of philosophy created just for us: Stoicism. It’s a philosophy designed to make us more resilient, happier, more virtuous and more wise–an","0.9","text_clues","The channel focuses on applying Stoicism to everyday life, which aligns with self-help and personal ","9"
"UCNf9HkMqlTFiick46DGXY7g","Damien Cooper","Lifestyle","Cinematography, lighting, dad jokes and all the real life struggles of being in the creative field","0.7","text_clues","The description mentions 'real life struggles of being in the creative field', which aligns with lif","4"
"UCA-mWX9CvCTVFWRMb9bKc9w","Dan Martell","Business — entrepreneurship, marketing, and business strategies.","My #1 passion is teaching. #2 is building AI businesses. I’ve built and exited 3x tech companies. Invested in 100+ others. Spend 98.2% of my time building AI startups at Martell Ventures (AI Venture Studio) Wrote a WSJ best selling book htt","0.9","text_clues","The channel focuses on teaching business growth and building AI startups, indicating a strong emphas","11"
